PatientID,FirstName,LastName,MiddleName,SSN,PhoneNumber,Gender,DOB,Address,ModifiedDate,HospitalName,age,age_group,is_minor
HOSP_B_HOSP1-000575,Adam,Parsons,A,054-35-4534,0189613901,Female,1989-01-01,"262 Oconnor Islands Apt. 040, New Kimberlyshire, Mt 59749",2021-12-08,Hospital B,36,Adult,False
HOSP_B_HOSP1-000576,Glenn,Phillips,N,102-10-1995,8240215953,Male,2013-12-07,"363 Adam Rest Suite 310, South Zacharymouth, Pr 62129",2024-06-23,Hospital B,11,Child,True
HOSP_B_HOSP1-000577,Lauren,Hooper,A,396-91-2632,1799982812,Male,2007-05-09,"88455 Sean Ways Apt. 874, Petersmouth, In 34811",2022-09-04,Hospital B,18,Adult,False
HOSP_B_HOSP1-000578,Ryan,Jones,M,664-86-1575,3388090335,Female,2005-04-23,"811 Calderon Isle, Rodgersfort, Oh 31700",2022-10-16,Hospital B,20,Adult,False
HOSP_B_HOSP1-000579,Christine,Lewis,C,183-18-3897,3031977469,Female,1966-11-30,"8247 Coleman Drive Suite 598, Port Markburgh, Il 35324",2022-07-22,Hospital B,58,Adult,False
HOSP_B_HOSP1-000580,Lisa,Montes,F,852-46-8944,2322136538,Female,1940-11-29,"7881 Barker Oval Suite 121, Port Thomasview, Nh 84585",2020-05-19,Hospital B,84,Senior,False
HOSP_B_HOSP1-000581,Cody,Rice,U,820-01-5031,2288218395,Female,1929-04-30,"5065 Williams Street Apt. 744, Carlaborough, Or 72805",2020-10-22,Hospital B,96,Senior,False
HOSP_B_HOSP1-000582,Alexander,Odom,V,686-51-3583,8338632494,Female,1981-03-29,"347 Williams Pines, North Richardfurt, Nj 07164",2023-08-19,Hospital B,44,Adult,False
HOSP_B_HOSP1-000583,Jennifer,Downs,T,167-48-6817,5947806640,Male,1933-11-25,"91904 Robin Grove, New Jenniferchester, As 04282",2024-05-19,Hospital B,91,Senior,False
HOSP_B_HOSP1-000584,Aaron,Bell,V,063-72-0627,5458154358,Female,2012-01-03,"227 Stacey Radial Suite 782, Randyberg, Ga 22830",2021-06-19,Hospital B,13,Child,True
HOSP_B_HOSP1-000585,Richard,Rodriguez,N,693-02-1120,2045128240,Female,1929-08-17,"Psc 9301, Box 3790, Apo Aa 42006",2022-09-17,Hospital B,95,Senior,False
HOSP_B_HOSP1-000586,Craig,Daniels,U,003-22-1328,8813662483,Female,1946-07-13,"2431 Allison Hills, Laneside, Nj 42251",2023-05-19,Hospital B,79,Senior,False
HOSP_B_HOSP1-000587,Lauren,Hodge,X,601-83-8430,7766128190,Male,1931-01-13,"9207 John Ford Apt. 981, Sototon, Wa 73583",2024-06-02,Hospital B,94,Senior,False
HOSP_B_HOSP1-000588,Katie,Mason,L,472-91-8500,4851484146,Male,2019-03-08,"5692 Marcus Stravenue Suite 462, Lake Anna, Pr 09486",2023-10-29,Hospital B,6,Child,True
HOSP_B_HOSP1-000589,Ricky,Freeman,B,645-76-5004,0896834213,Female,1993-05-01,"484 Johnny Mountains, Allenburgh, Mp 36572",2021-06-07,Hospital B,32,Adult,False
HOSP_B_HOSP1-000590,Phillip,Johnson,T,479-63-2953,9315910351,Female,1953-06-04,"881 Martin Groves Suite 726, East Loriton, Ms 25501",2024-02-04,Hospital B,72,Senior,False
HOSP_B_HOSP1-000591,Donna,Taylor,M,336-10-4390,7828375147,Male,1990-01-14,"9396 Crystal Junctions, Davidhaven, In 27277",2020-08-14,Hospital B,35,Adult,False
HOSP_B_HOSP1-000592,David,Gamble,K,890-27-3112,9502425966,Female,1952-10-18,"7420 Douglas Station Suite 440, Karlmouth, Mp 53483",2022-06-15,Hospital B,72,Senior,False
HOSP_B_HOSP1-000593,Michele,Reilly,I,128-70-2624,5017263355,Male,2013-10-13,"2615 Travis Lock Suite 154, East Biancatown, Wv 23360",2024-06-16,Hospital B,11,Child,True
HOSP_B_HOSP1-000594,Amanda,Stokes,W,614-11-0068,5206488602,Female,2002-10-18,"36222 Fritz Hollow Suite 476, New David, Wa 40009",2024-03-05,Hospital B,22,Adult,False
HOSP_B_HOSP1-000595,Kenneth,Parker,U,244-85-3478,6670308085,Male,1987-05-18,"43399 Wells Crest Suite 226, New Samuelmouth, Nd 84808",2024-02-19,Hospital B,38,Adult,False
HOSP_B_HOSP1-000596,Daniel,Wallace,P,522-26-7227,6392292021,Female,1966-07-30,"675 Brittany Branch Apt. 399, New Jakeland, Pw 62817",2021-04-02,Hospital B,59,Adult,False
HOSP_B_HOSP1-000597,Justin,Armstrong,X,172-81-6770,7703680541,Male,2019-10-17,"21117 Robert Neck, West Amy, Ri 43480",2020-11-12,Hospital B,5,Child,True
HOSP_B_HOSP1-000598,Valerie,Campbell,R,468-39-7869,6048202443,Female,1987-05-28,"33458 Christopher Locks, Johntown, Ne 45612",2022-09-21,Hospital B,38,Adult,False
HOSP_B_HOSP1-000599,Ashley,Harrison,B,683-69-7627,0023119319,Female,1969-03-07,"Unit 7705 Box 4637, Dpo Ap 02095",2020-01-07,Hospital B,56,Adult,False
HOSP_B_HOSP1-000600,Seth,Mccarthy,J,899-48-5750,3401519245,Male,2006-06-09,"107 Rice Pass Suite 001, Morrisburgh, Vi 01750",2021-10-08,Hospital B,19,Adult,False
HOSP_B_HOSP1-000601,Michael,Barnett,R,370-63-1958,2292186107,Male,1961-12-17,"256 Webb Mission Suite 362, Lake Tracytown, Wv 11835",2023-07-24,Hospital B,63,Senior,False
HOSP_B_HOSP1-000602,Tommy,Arnold,A,442-17-7766,8458036473,Female,1973-12-19,"055 Madeline Ridge Apt. 709, Lake Gregory, Or 81536",2021-05-31,Hospital B,51,Adult,False
HOSP_B_HOSP1-000603,Holly,Lee,N,459-56-1799,2515544487,Female,1956-12-21,"99777 Mitchell Common, North Jason, Ak 94112",2021-03-11,Hospital B,68,Senior,False
HOSP_B_HOSP1-000604,Sharon,Coleman,A,360-88-9257,1016117128,Female,1992-10-08,"1275 Matthew Way, Jamesside, Wv 46368",2024-05-09,Hospital B,32,Adult,False
HOSP_B_HOSP1-000605,Matthew,Smith,B,117-79-1834,6517774719,Female,2012-05-28,"958 Stuart Route Apt. 580, Mikaylaport, Me 22795",2023-04-08,Hospital B,13,Child,True
HOSP_B_HOSP1-000606,Chad,Miller,I,744-79-2937,7363047007,Male,2024-01-02,"6847 Campbell Mission, West Peggyport, Ks 24441",2021-05-11,Hospital B,1,Child,True
HOSP_B_HOSP1-000607,David,Lewis,L,596-62-9343,2772855861,Female,1971-07-29,"01202 Frazier Camp, Lynchmouth, Ky 54024",2020-03-06,Hospital B,54,Adult,False
HOSP_B_HOSP1-000608,Bryan,Hall,N,155-87-2801,4623583247,Female,2021-07-04,"4575 Arnold Forest Apt. 821, Doyleburgh, Al 28575",2023-05-05,Hospital B,4,Child,True
HOSP_B_HOSP1-000609,Bonnie,Riley,V,435-70-8110,0261802590,Female,1954-07-29,"370 Danielle Spur Apt. 750, New David, Gu 28760",2020-03-28,Hospital B,71,Senior,False
HOSP_B_HOSP1-000610,Edward,Diaz,G,162-60-9402,4783786790,Male,2023-08-09,"Unit 4958 Box 5461, Dpo Ae 64584",2022-10-03,Hospital B,1,Child,True
HOSP_B_HOSP1-000611,Kelly,Conway,K,428-11-1732,6299237451,Female,2013-03-15,"57353 Randall Island Suite 717, West Amy, Tn 51275",2020-04-17,Hospital B,12,Child,True
HOSP_B_HOSP1-000612,Todd,Ford,S,579-30-0166,3483847804,Female,1990-05-25,"366 Sandra Dale, Ruizton, Pr 83808",2021-07-16,Hospital B,35,Adult,False
HOSP_B_HOSP1-000613,Thomas,Martinez,Q,077-09-5371,8055726372,Female,2020-03-24,"46121 Charles Trail, Hullton, Nj 94859",2021-08-27,Hospital B,5,Child,True
HOSP_B_HOSP1-000614,Nicole,Peterson,A,294-18-6086,6242250850,Male,2008-07-06,"Psc 5506, Box 9712, Apo Aa 63900",2020-11-30,Hospital B,17,Child,True
HOSP_B_HOSP1-000615,Melissa,Morgan,P,530-58-9280,8396050386,Female,1975-11-28,"141 Xavier Court Apt. 853, East Michael, Or 44258",2022-01-18,Hospital B,49,Adult,False
HOSP_B_HOSP1-000616,Derek,Bryant,C,413-41-7450,9686742811,Male,1993-03-22,"32374 Massey Walks, Hartbury, Nj 57217",2022-10-26,Hospital B,32,Adult,False
HOSP_B_HOSP1-000617,Jason,Dean,H,625-93-9765,2993448171,Male,2002-08-12,"Unit 0430 Box 7623, Dpo Ap 67572",2020-02-05,Hospital B,22,Adult,False
HOSP_B_HOSP1-000618,William,Dodson,U,220-86-1922,9139900402,Female,1962-03-03,"3930 Jimenez Ports Apt. 754, New Adrianton, Vt 00632",2020-02-20,Hospital B,63,Senior,False
HOSP_B_HOSP1-000619,Sara,Johnson,J,256-22-6524,8637230839,Female,2019-03-26,"154 Maldonado Summit, Lake Brianna, Ri 10351",2022-11-13,Hospital B,6,Child,True
HOSP_B_HOSP1-000620,Shelby,Collins,Z,237-13-2412,5330290999,Female,2014-11-09,"Usns Horn, Fpo Ae 74441",2023-04-21,Hospital B,10,Child,True
HOSP_B_HOSP1-000621,Donna,Johnson,L,251-06-2860,8182214018,Male,1968-05-12,"01795 Bush Burg Suite 721, East David, Ne 61879",2022-10-11,Hospital B,57,Adult,False
HOSP_B_HOSP1-000622,Justin,Mitchell,A,063-85-3358,8249986448,Female,1970-07-27,"98675 Gonzalez Shores Suite 943, Port Brian, Hi 98251",2020-04-28,Hospital B,55,Adult,False
HOSP_B_HOSP1-000623,George,Williamson,V,855-60-3857,0015580882,Male,1932-07-24,"Usns Wright, Fpo Aa 77874",2020-02-11,Hospital B,93,Senior,False
HOSP_B_HOSP1-000624,Dawn,Davis,Y,158-64-7427,2733730340,Male,1958-11-17,"12013 Perkins Valleys, Scottberg, Id 48672",2022-07-29,Hospital B,66,Senior,False
HOSP_B_HOSP1-000625,Jeffrey,Henry,Q,117-79-5680,8562513141,Male,1937-08-04,"09332 Emily Wall, Port Daniel, Al 07565",2023-12-13,Hospital B,87,Senior,False
HOSP_B_HOSP1-000626,Kevin,Williams,K,724-36-5096,9279906315,Male,1955-06-02,"805 Rogers Spring, West Rachel, Nh 95313",2021-11-13,Hospital B,70,Senior,False
HOSP_B_HOSP1-000627,Arthur,Smith,V,096-21-5236,7228466647,Female,2020-06-29,"67759 Curtis Drive, North Victoria, Ut 21840",2021-11-18,Hospital B,5,Child,True
HOSP_B_HOSP1-000628,Francisco,Gonzalez,G,608-42-6751,4691076579,Female,1947-04-04,"90802 Howard Ports, New Chadville, Dc 29478",2020-09-06,Hospital B,78,Senior,False
HOSP_B_HOSP1-000629,Travis,Woodward,W,743-13-8706,9078083452,Male,1943-10-14,"0108 Casey Curve Apt. 127, East Kristenfurt, Pw 07124",2024-03-19,Hospital B,81,Senior,False
HOSP_B_HOSP1-000630,Marcus,Weaver,Q,160-28-9280,9867493873,Male,1959-10-16,"876 Guzman Points Suite 364, Lake Ryanview, Va 93019",2024-04-24,Hospital B,65,Senior,False
HOSP_B_HOSP1-000631,Ronald,Greene,D,732-44-3648,1245471575,Male,1980-09-17,"918 Diana Hill Suite 721, Paigefort, Or 24903",2024-05-20,Hospital B,44,Adult,False
HOSP_B_HOSP1-000632,Adrian,Taylor,U,375-53-2031,2347569866,Male,1990-05-20,"6120 Katie Coves, South Connorview, Ar 59228",2024-06-08,Hospital B,35,Adult,False
HOSP_B_HOSP1-000633,Chelsea,Murphy,J,080-12-5870,5845540316,Female,1982-09-10,"07885 Misty Camp, Alisonberg, Ia 13574",2021-05-23,Hospital B,42,Adult,False
HOSP_B_HOSP1-000634,Angela,Thomas,N,320-93-6972,0362409013,Male,1936-06-03,"99808 Christian Rapids Suite 016, Youngmouth, Mo 30448",2022-10-11,Hospital B,89,Senior,False
HOSP_B_HOSP1-000635,Holly,Murray,B,742-70-8661,5437000015,Male,1934-07-12,"737 William Causeway, East Josephtown, Ny 22527",2023-08-05,Hospital B,91,Senior,False
HOSP_B_HOSP1-000636,Linda,Scott,J,493-69-0136,2165236543,Male,2023-04-23,"450 Austin Station Suite 579, Owenberg, La 03817",2024-04-01,Hospital B,2,Child,True
HOSP_B_HOSP1-000637,Steven,Cherry,J,876-68-8725,5827167819,Female,1947-02-15,"Unit 5381 Box 0091, Dpo Ap 72586",2021-08-05,Hospital B,78,Senior,False
HOSP_B_HOSP1-000638,Shelly,Elliott,Y,714-28-8538,5728337174,Female,1929-09-20,"5029 Raymond Spurs, Guzmanmouth, Ak 67637",2022-02-11,Hospital B,95,Senior,False
HOSP_B_HOSP1-000639,Jack,Clay,D,294-25-7085,9879533304,Male,1999-01-21,"98909 Cordova Mountain, West Sandra, Ca 52305",2021-09-21,Hospital B,26,Adult,False
HOSP_B_HOSP1-000640,Benjamin,Payne,Z,477-79-4756,9688695613,Male,1967-10-30,"7230 Thomas Inlet, North Christopherville, Gu 35106",2022-08-01,Hospital B,57,Adult,False
HOSP_B_HOSP1-000641,James,Christensen,T,176-62-3339,7123711167,Female,2014-09-30,"473 Jennifer Streets, Lake Larry, Pa 36487",2024-04-12,Hospital B,10,Child,True
HOSP_B_HOSP1-000642,Mathew,Hughes,W,890-93-1661,6460055602,Female,1968-06-04,"99476 Edwards Lodge, New Sean, In 58619",2021-05-15,Hospital B,57,Adult,False
HOSP_B_HOSP1-000643,Makayla,Wallace,E,668-01-5785,2800323365,Male,2009-09-20,"7250 Michelle Well, Loriburgh, Al 61435",2020-05-09,Hospital B,15,Child,True
HOSP_B_HOSP1-000644,Jennifer,Young,G,698-17-4535,5579775186,Male,2023-04-03,"1199 Matthew Stravenue Suite 807, New Briannamouth, Dc 77685",2022-04-02,Hospital B,2,Child,True
HOSP_B_HOSP1-000645,Joshua,Matthews,A,071-55-8751,5814666355,Male,1985-01-16,"5883 Sanchez Extension Apt. 477, South Jennifer, Oh 01963",2023-06-27,Hospital B,40,Adult,False
HOSP_B_HOSP1-000646,Jonathan,Mendoza,G,801-06-0701,9126765343,Male,1952-12-13,"62826 Miller Glen Suite 475, Sheenaview, Az 30581",2021-04-10,Hospital B,72,Senior,False
HOSP_B_HOSP1-000647,Ryan,Bennett,R,747-46-0563,9273142068,Male,1963-08-16,"13232 Macdonald Ports, Johnshire, Wy 30680",2022-12-12,Hospital B,61,Senior,False
HOSP_B_HOSP1-000648,Dana,Frank,J,645-29-0326,2885984554,Female,1986-08-03,"154 April Route Suite 477, North Stephanie, Tn 70553",2023-05-27,Hospital B,39,Adult,False
HOSP_B_HOSP1-000649,Amy,Horton,M,531-88-2463,8197839267,Male,2020-07-10,"2000 Brian Valleys, Scottchester, Vt 01901",2021-03-02,Hospital B,5,Child,True
HOSP_B_HOSP1-000650,Kathryn,Wiggins,V,027-19-4688,6715726595,Female,1988-05-21,"Usns Young, Fpo Ap 45409",2022-07-11,Hospital B,37,Adult,False
HOSP_B_HOSP1-000651,Kristin,Hubbard,X,075-32-9439,9960476223,Female,2009-08-07,"4447 Jeffrey Isle, Port Daniel, Tx 32198",2022-06-08,Hospital B,15,Child,True
HOSP_B_HOSP1-000652,Gene,Hayes,O,869-35-8274,9668708722,Male,1971-06-19,"25733 Anthony Spurs, Lake Johnburgh, Mt 03456",2023-07-30,Hospital B,54,Adult,False
HOSP_B_HOSP1-000653,Alyssa,Beasley,G,800-92-7066,8758198871,Female,1992-03-31,"07721 Brian Stravenue Suite 936, Jaimefort, Hi 64482",2020-11-18,Hospital B,33,Adult,False
HOSP_B_HOSP1-000654,Richard,Charles,V,884-90-6083,5652638931,Male,1990-11-28,"63493 Golden Heights, Port Cody, Me 97664",2021-02-07,Hospital B,34,Adult,False
HOSP_B_HOSP1-000655,Michael,Tran,R,792-35-8850,5390011009,Male,1941-03-25,"63520 Julia Stream Suite 906, Amyhaven, Wa 05600",2021-09-11,Hospital B,84,Senior,False
HOSP_B_HOSP1-000656,Emily,Torres,E,802-22-7560,4491029020,Male,1967-05-22,"9914 Ortiz Spring, Lake Melissa, Fm 90479",2021-05-12,Hospital B,58,Adult,False
HOSP_B_HOSP1-000657,Kara,Smith,E,727-04-6498,6569552957,Female,1993-07-23,"37253 Harris Parkway, East Ryanberg, Wa 52394",2024-07-14,Hospital B,32,Adult,False
HOSP_B_HOSP1-000658,Michael,Cruz,E,301-79-9160,4244696362,Female,1936-05-21,"4210 Patricia Mill Apt. 529, Lake Megan, Al 11958",2022-07-22,Hospital B,89,Senior,False
HOSP_B_HOSP1-000659,Chad,Brown,S,493-03-0551,7040236415,Female,1941-04-04,"49008 Ford Circles Suite 609, Lake Sarah, Nj 89253",2020-08-22,Hospital B,84,Senior,False
HOSP_B_HOSP1-000660,Nicholas,Wolf,L,240-75-1055,9043809565,Female,1975-06-24,"412 Thomas Ramp, North Erinview, Ne 85266",2024-08-28,Hospital B,50,Adult,False
HOSP_B_HOSP1-000661,John,West,F,183-74-6794,7495220401,Male,1993-08-12,"8626 Robert Junctions Suite 938, South Amanda, Ms 87884",2020-07-03,Hospital B,31,Adult,False
HOSP_B_HOSP1-000662,Denise,Lawson,K,124-29-9559,2989961974,Male,1954-12-09,"920 Rebecca Fort Suite 602, Jasonview, Md 46065",2023-06-07,Hospital B,70,Senior,False
HOSP_B_HOSP1-000663,Jared,Lee,F,667-47-8940,6861525386,Male,1928-08-15,"222 Romero Summit Apt. 564, South Janetbury, Tn 84693",2024-08-19,Hospital B,96,Senior,False
HOSP_B_HOSP1-000664,Matthew,Summers,W,213-49-5313,6247512352,Female,1966-12-03,"2484 Miller Way, East Richardchester, Dc 49265",2024-08-24,Hospital B,58,Adult,False
HOSP_B_HOSP1-000665,Brendan,Curtis,Q,423-38-6432,2390632292,Female,1973-12-25,"2972 Mcconnell Point Suite 371, Hopkinsport, Il 19363",2022-07-07,Hospital B,51,Adult,False
HOSP_B_HOSP1-000666,John,Watkins,N,724-77-6478,5707521589,Male,2003-04-24,"84566 Nathaniel Locks Apt. 624, Wallmouth, Or 30364",2021-06-17,Hospital B,22,Adult,False
HOSP_B_HOSP1-000667,James,Adams,S,362-14-4730,2542088514,Female,1937-12-14,"6610 Davis Parks Suite 647, New Mark, Wv 92698",2022-12-26,Hospital B,87,Senior,False
HOSP_B_HOSP1-000668,Tamara,Long,M,096-98-6692,8027622384,Female,1972-06-27,"8362 Yolanda Mountains, Jenniferfurt, Ga 83027",2024-08-27,Hospital B,53,Adult,False
HOSP_B_HOSP1-000669,Natalie,Stokes,Y,700-92-7109,6723487382,Female,2015-01-13,"00020 Serrano Street, West Kristina, Vt 01419",2024-02-06,Hospital B,10,Child,True
HOSP_B_HOSP1-000670,Christy,Sanders,D,533-52-9082,0069652863,Male,2016-02-26,"216 Amy Road, Jamesview, Ia 80595",2021-03-16,Hospital B,9,Child,True
HOSP_B_HOSP1-000671,Heather,Chavez,M,202-70-3491,8720071140,Female,1958-01-02,"9855 Cunningham Stravenue, Lake Brianna, Al 37446",2023-02-23,Hospital B,67,Senior,False
HOSP_B_HOSP1-000672,John,Ramsey,L,211-21-0071,9888677968,Female,2005-03-18,"39840 Pratt Drive, Lovebury, Nm 85466",2022-02-02,Hospital B,20,Adult,False
HOSP_B_HOSP1-000673,April,Brandt,K,879-75-5069,6822315256,Female,1967-10-26,"3944 Francisco Grove Suite 086, Williamsmouth, Sc 41383",2022-02-22,Hospital B,57,Adult,False
HOSP_B_HOSP1-000674,Ashley,Shannon,Q,393-65-6187,7855338106,Female,1930-10-09,"59736 Cynthia Glen, Snyderchester, Ma 37957",2022-05-28,Hospital B,94,Senior,False
HOSP_B_HOSP1-000675,Patrick,Solis,V,848-69-1526,0147472428,Female,1940-01-14,"6600 Ray Drive Apt. 196, Rodriguezport, Va 29484",2023-01-31,Hospital B,85,Senior,False
HOSP_B_HOSP1-000676,Julie,Harrison,U,423-78-4954,8676084953,Female,1973-12-28,"084 Kurt Island, Lake Tammy, Wa 15424",2020-03-23,Hospital B,51,Adult,False
HOSP_B_HOSP1-000677,Crystal,Rogers,B,022-88-3417,6033632270,Female,1926-09-06,"2721 Rebecca Parkway, Coxton, Nv 24139",2020-02-06,Hospital B,98,Senior,False
HOSP_B_HOSP1-000678,Marilyn,Anderson,T,595-69-0687,2900283649,Female,2022-02-16,"951 Smith Stravenue Apt. 426, East Juliafort, Nv 78228",2021-01-20,Hospital B,3,Child,True
HOSP_B_HOSP1-000679,Kyle,Whitehead,B,414-36-7017,8788346695,Female,1931-06-23,"761 Parker Shoals Apt. 817, Kathrynmouth, Vt 85872",2023-06-17,Hospital B,94,Senior,False
HOSP_B_HOSP1-000680,Mary,Hurley,F,445-99-8156,2028178314,Female,2013-05-21,"34243 Jones Circles Apt. 972, Helenbury, Mi 49220",2022-02-25,Hospital B,12,Child,True
HOSP_B_HOSP1-000681,Randy,Williams,I,863-18-8830,2866294207,Male,1965-10-10,"Unit 4446 Box 4824, Dpo Ap 94003",2022-02-15,Hospital B,59,Adult,False
HOSP_B_HOSP1-000682,Jack,Bennett,R,145-84-2490,2751213523,Female,1925-08-21,"665 Silva Forges Suite 053, East Jason, Or 17542",2022-04-13,Hospital B,99,Senior,False
HOSP_B_HOSP1-000683,Jeffrey,Brown,X,685-26-5029,8760345882,Female,1944-07-10,"4468 Thomas Haven Suite 403, Port Tyler, Pa 55769",2022-05-16,Hospital B,81,Senior,False
HOSP_B_HOSP1-000684,Mary,Jensen,V,518-08-9264,2606114587,Female,1967-07-23,"045 Daniel Heights Apt. 367, North Joelfurt, Gu 55853",2020-08-12,Hospital B,58,Adult,False
HOSP_B_HOSP1-000685,Deanna,Johnson,R,497-63-9463,1813777878,Male,1983-12-13,"741 David Garden, New Shawnview, Ga 56600",2022-05-03,Hospital B,41,Adult,False
HOSP_B_HOSP1-000686,Teresa,Bryant,V,198-77-9151,3593501824,Male,2009-03-28,"599 Elaine Track, Lake Charles, Fl 83595",2021-07-16,Hospital B,16,Child,True
HOSP_B_HOSP1-000687,Kevin,Schneider,B,127-29-7876,8767108417,Female,2014-11-19,"429 Richard Burg, Amandamouth, Mi 62970",2020-07-23,Hospital B,10,Child,True
HOSP_B_HOSP1-000688,Sarah,Beck,B,066-22-3031,8279348112,Male,1941-03-19,"19330 Ortega Freeway Suite 379, West Karenberg, Mo 78955",2021-06-10,Hospital B,84,Senior,False
HOSP_B_HOSP1-000689,Kayla,Lucero,B,501-86-4137,2666482606,Male,2017-02-01,"377 Richardson Village Suite 358, Matthewfort, Ia 01117",2021-10-14,Hospital B,8,Child,True
HOSP_B_HOSP1-000690,Robert,Pittman,S,241-35-4347,3139643114,Female,1966-04-06,"044 Robert Road, North Debraport, Ia 13396",2024-04-25,Hospital B,59,Adult,False
HOSP_B_HOSP1-000691,Jacqueline,Cook,V,850-12-0062,8742828176,Female,1951-01-01,"032 Ritter Burgs Suite 851, Simpsonfort, Co 93134",2022-10-03,Hospital B,74,Senior,False
HOSP_B_HOSP1-000692,Michael,Hamilton,K,197-26-9967,1605506816,Male,1948-02-24,"81496 Moore Rapids Suite 669, Mariatown, Ak 25513",2023-08-28,Hospital B,77,Senior,False
HOSP_B_HOSP1-000693,Christopher,Daniel,A,331-70-1014,2122892871,Female,1967-06-24,"2654 Wiggins Springs, Hansonton, Ky 94203",2020-04-18,Hospital B,58,Adult,False
HOSP_B_HOSP1-000694,Katherine,Gomez,D,649-71-7978,8059859311,Female,1940-09-23,"1103 Gregory Union, West Alexanderberg, Nm 19391",2020-09-24,Hospital B,84,Senior,False
HOSP_B_HOSP1-000695,Gerald,Guerra,N,015-41-2541,3556062282,Male,1972-01-17,"824 Berry Corner Apt. 762, East Michaelport, Mt 74952",2024-01-18,Hospital B,53,Adult,False
HOSP_B_HOSP1-000696,Travis,Kennedy,E,356-54-1650,9222562698,Male,1970-09-15,"4414 Robert Shoal Suite 903, Lake Bryanchester, Ri 91935",2020-07-17,Hospital B,54,Adult,False
HOSP_B_HOSP1-000697,David,Blair,D,013-16-2549,4665409487,Female,2010-12-19,"6092 Gardner Green, Brianstad, Id 95837",2020-01-01,Hospital B,14,Child,True
HOSP_B_HOSP1-000698,Taylor,Bell,H,601-71-7752,7373986246,Male,2005-02-25,"236 Ferguson Prairie Suite 532, Jenkinsside, Id 06883",2022-04-29,Hospital B,20,Adult,False
HOSP_B_HOSP1-000699,Gloria,Castro,E,109-72-1699,4352498293,Female,1993-08-20,"825 Dawn Station Suite 047, East Wendy, Oh 60784",2021-09-12,Hospital B,31,Adult,False
HOSP_B_HOSP1-000700,Rhonda,Richards,S,399-99-6707,4710255606,Female,2000-05-19,"0739 Kyle Trail, Grantview, La 94719",2024-05-05,Hospital B,25,Adult,False
HOSP_B_HOSP1-000701,Ashley,Gardner,N,125-53-5556,7877843757,Female,1935-01-05,"4246 Erin Plains, Rossborough, Mi 17648",2023-01-23,Hospital B,90,Senior,False
HOSP_B_HOSP1-000702,Amanda,Marshall,J,787-21-4090,0262890644,Female,2011-10-19,"02233 Jillian Summit Suite 544, Nathanville, Ut 97622",2020-11-02,Hospital B,13,Child,True
HOSP_B_HOSP1-000703,Jamie,Singleton,N,023-92-7982,2370002251,Female,2021-05-05,"9602 Christopher Rue, Port Johnmouth, Pr 54274",2024-09-23,Hospital B,4,Child,True
HOSP_B_HOSP1-000704,Christopher,Huber,O,194-26-1907,7374467763,Female,1936-08-01,"65444 Grimes Lake Suite 755, New Alexandrastad, Nv 33640",2021-03-29,Hospital B,89,Senior,False
HOSP_B_HOSP1-000705,Heather,Ross,C,444-25-8753,2275527721,Female,2011-12-18,"979 Felicia Valleys Suite 060, Williamsport, Pa 49209",2020-01-05,Hospital B,13,Child,True
HOSP_B_HOSP1-000706,Candace,Martin,G,355-98-9123,9071153849,Male,1926-06-28,"00670 Wilson Pine Apt. 357, Shafferberg, Ca 16340",2022-10-07,Hospital B,99,Senior,False
HOSP_B_HOSP1-000707,Steven,Gibson,N,216-89-5494,7866433546,Female,2017-05-17,"843 Aaron Mission Apt. 571, Port Danabury, Ca 79373",2023-04-29,Hospital B,8,Child,True
HOSP_B_HOSP1-000708,Thomas,Stark,G,144-28-5279,4675646884,Male,1936-12-08,"639 Tracy Walk Apt. 712, Lake Vincentstad, Ca 01322",2020-10-02,Hospital B,88,Senior,False
HOSP_B_HOSP1-000709,Michael,Torres,O,298-43-4236,2359331509,Female,1925-05-18,"353 Woods Overpass Apt. 999, Port Katrinaland, Wi 26374",2021-05-18,Hospital B,100,Senior,False
HOSP_B_HOSP1-000710,Jacob,Tucker,Z,684-11-3480,5923644695,Male,1951-11-04,"15390 Ethan Crossroad, New Sarahchester, Wi 08073",2020-12-27,Hospital B,73,Senior,False
HOSP_B_HOSP1-000711,Ronald,Shaw,J,715-84-4559,6471871455,Female,1986-01-24,"3350 Marks Locks Suite 171, New Danielleborough, Ut 54912",2020-08-05,Hospital B,39,Adult,False
HOSP_B_HOSP1-000712,Wyatt,Miller,I,728-71-3545,9407196240,Female,1971-02-27,"Unit 1152 Box 5191, Dpo Aa 09321",2021-09-02,Hospital B,54,Adult,False
HOSP_B_HOSP1-000713,Kathryn,Smith,J,482-90-6214,8776164949,Female,1929-05-21,"055 Wright Estate, Danielton, In 08117",2024-10-28,Hospital B,96,Senior,False
HOSP_B_HOSP1-000714,Scott,Reese,Q,057-61-7122,8733299495,Male,1967-07-08,"4346 Rachel Pass Suite 478, West Emily, Pa 16533",2023-02-08,Hospital B,58,Adult,False
HOSP_B_HOSP1-000715,David,Carroll,I,776-26-0412,7047463985,Female,1978-11-22,"1101 Mayo Ford Suite 236, Danielstad, Wv 49916",2022-01-27,Hospital B,46,Adult,False
HOSP_B_HOSP1-000716,Julie,Olson,X,498-14-1561,4314990136,Female,1936-09-30,"6090 Cooper Loop Apt. 528, West Gabriel, Ia 60095",2023-03-05,Hospital B,88,Senior,False
